image_index,mean_input,mean_blur,mean_edge,max_edge,strong_edge_pixels
1242,11.5599,11.4885,40.7270,255.0000,135
1243,34.4834,34.3559,63.4464,255.0000,195
1244,38.4298,38.2564,88.6033,255.0000,287
1245,48.8890,48.7143,99.1760,255.0000,317
1246,29.8699,29.6862,86.5344,255.0000,272
1247,61.1582,60.9452,94.3610,255.0000,299
1248,31.9605,31.8023,88.2500,255.0000,279
1249,49.6186,49.4452,97.4503,255.0000,308
1250,26.7819,26.6633,68.2564,255.0000,219
1251,42.0855,41.9235,79.8316,255.0000,255
1252,19.6735,19.5829,50.2577,255.0000,160
1253,53.5957,53.4656,92.2921,255.0000,301
1254,34.2270,34.0791,88.0140,255.0000,285
1255,56.5434,56.3571,100.3495,255.0000,318
1256,18.9898,18.8763,64.0561,255.0000,204
1257,40.6531,40.5013,79.2844,255.0000,247
1258,35.8699,35.6837,93.2117,255.0000,288
1259,39.6390,39.5064,68.3036,255.0000,212
1260,27.6301,27.4758,78.4426,255.0000,249
1261,47.8469,47.6658,92.0191,255.0000,288
1262,51.4311,51.2372,103.1008,255.0000,327
1263,52.6952,52.4872,99.8240,255.0000,322
1264,38.1798,38.0013,98.5804,255.0000,313
1265,50.6301,50.4209,98.5906,255.0000,317
1266,52.2628,52.0523,105.8839,255.0000,339
1267,72.3202,72.0600,109.5077,255.0000,348
1268,44.5918,44.4196,93.8941,255.0000,296
1269,74.2475,74.0217,84.5867,255.0000,266
1270,22.9745,22.8469,66.7628,255.0000,218
1271,65.1531,64.8980,91.2997,255.0000,289
1272,32.9515,32.7832,90.7309,255.0000,291
1273,59.6288,59.4426,96.9592,255.0000,313
1274,35.7717,35.5906,89.2921,255.0000,282
1275,50.5714,50.4056,89.4949,255.0000,291
1276,38.5702,38.3686,96.8890,255.0000,310
1277,34.1633,34.0612,63.4541,255.0000,202
1278,26.6811,26.5383,81.4056,255.0000,259
1279,54.0702,53.8444,103.4426,255.0000,329
1280,23.7921,23.6429,73.5612,255.0000,234
1281,41.0663,40.8992,84.1760,255.0000,266
1282,32.3329,32.1913,73.7742,255.0000,237
1283,31.1097,30.9605,73.6875,255.0000,237
1284,16.1582,16.0510,54.8444,255.0000,177
1285,33.2462,33.0995,78.2997,255.0000,246
1286,25.3992,25.2577,68.0561,255.0000,220
1287,39.8584,39.7066,68.7857,255.0000,220
1288,23.3342,23.1722,84.2334,255.0000,273
1289,61.2232,61.0051,95.5510,255.0000,303
1290,58.1403,57.9554,101.4209,255.0000,331
1291,51.1798,51.0026,89.6212,255.0000,288
1292,32.3112,32.1671,73.4286,255.0000,232
1293,34.7436,34.6212,62.5867,255.0000,199
1294,26.9069,26.7513,81.3865,255.0000,261
1295,53.8482,53.6671,107.9617,255.0000,351
1296,42.9477,42.7462,97.2015,255.0000,311
1297,50.9158,50.7487,91.3941,255.0000,289
1298,36.3023,36.1224,93.6620,255.0000,301
1299,40.7207,40.5625,81.0727,255.0000,261
1300,31.7564,31.6122,73.3495,255.0000,232
1301,63.8278,63.6122,112.5408,255.0000,353
1302,26.9898,26.8546,77.5434,255.0000,246
1303,48.5000,48.2959,89.7551,255.0000,285
1304,43.2832,43.0906,96.4707,255.0000,307
1305,46.5421,46.3839,85.9872,255.0000,272
1306,34.7870,34.4452,92.6122,255.0000,291
1307,38.7628,38.7793,77.6684,255.0000,245
1308,22.7411,22.6084,71.4745,255.0000,230
1309,48.1301,47.9745,71.2487,255.0000,220
1310,45.2985,45.0804,113.8750,255.0000,369
1311,35.9298,35.7704,80.6862,255.0000,252
1312,29.6314,29.4592,91.5255,255.0000,286
1313,39.8495,39.6811,90.8189,255.0000,293
1314,37.2105,37.0421,84.4337,255.0000,269
1315,57.3393,57.1110,101.7564,255.0000,321
1316,26.3903,26.2411,73.2117,255.0000,237
1317,54.5548,54.3622,101.1977,255.0000,321
1318,32.2653,32.1301,76.4732,255.0000,244
1319,61.7092,61.4809,112.9821,255.0000,359
1320,31.8508,31.6913,87.0013,255.0000,277
1321,21.7015,21.5995,53.5791,255.0000,168
1322,33.2321,33.0957,79.7219,255.0000,250
1323,45.4656,45.2730,91.1798,255.0000,295
1324,40.1263,39.9375,98.9732,255.0000,319
1325,32.6977,32.5548,73.3087,255.0000,238
1326,25.0383,24.9401,60.0791,255.0000,191
1327,51.7449,51.5548,94.5574,255.0000,308
1328,25.8750,25.7398,71.5344,255.0000,227
1329,52.2857,52.1122,88.6327,255.0000,285
1330,21.6339,21.4923,74.0293,255.0000,237
1331,31.6059,31.4758,61.3380,255.0000,193
1332,28.4490,28.1684,78.2270,255.0000,247
1333,49.9324,49.9018,91.7245,255.0000,294
1334,38.8827,38.7181,89.2500,255.0000,282
1335,37.7411,37.5753,81.3559,255.0000,257
1336,27.1658,27.0281,75.4885,255.0000,244
1337,43.6722,43.4911,71.6327,255.0000,229
1338,32.1301,31.9617,80.6263,255.0000,252
1339,57.5829,57.4375,89.1416,255.0000,286
1340,30.7436,30.5599,93.9834,255.0000,301
1341,39.5536,39.4120,75.8010,255.0000,241
1342,22.1263,22.0204,60.3151,255.0000,188
1343,40.8903,40.7270,81.1416,255.0000,259
1344,32.5689,32.3929,90.8240,255.0000,292
1345,45.2219,45.0434,88.7972,255.0000,284
1346,40.4783,40.2895,97.8673,255.0000,313
1347,34.0829,33.9401,72.1378,255.0000,230
1348,25.4107,25.2781,72.4541,255.0000,230
1349,53.4987,53.2857,94.8661,255.0000,305
1350,28.2679,28.1429,67.0128,255.0000,207
1351,49.8992,49.7015,95.7589,255.0000,305
1352,45.9528,45.7577,102.5842,255.0000,327
1353,36.1926,36.0651,77.8457,255.0000,249
1354,17.2679,17.1913,47.5918,255.0000,156
1355,37.6582,37.5268,76.8814,255.0000,246
1356,49.9719,49.7730,104.2411,255.0000,342
1357,40.0204,39.8827,79.3482,255.0000,253
1358,38.0344,37.8571,82.0395,255.0000,267
1359,57.1033,56.9145,99.4694,255.0000,309
1360,26.9439,26.7895,83.2985,255.0000,263
1361,43.6441,43.4694,84.2487,255.0000,272
1362,31.2003,31.0510,78.9975,255.0000,253
1363,56.5918,56.3622,110.8903,255.0000,354
1364,53.6033,53.3788,106.1913,255.0000,332
1365,36.5332,36.3827,65.3138,255.0000,208
1366,40.7054,40.5217,98.9350,255.0000,311
1367,76.0153,75.7436,113.1990,255.0000,358
1368,48.4592,48.2219,111.1518,255.0000,355
1369,32.2921,32.1735,61.9477,255.0000,196
1370,37.8533,37.7028,81.3635,255.0000,264
1371,72.6480,72.3788,109.0880,255.0000,343
1372,57.1518,56.9260,110.6390,255.0000,353
1373,45.8393,45.6709,87.3074,255.0000,277
1374,26.9834,26.8406,76.0077,255.0000,244
1375,38.8457,38.6811,65.9273,255.0000,209
1376,20.6199,20.3967,64.7513,255.0000,207
1377,57.3482,57.2691,89.9732,255.0000,285
1378,29.7997,29.6429,74.1543,255.0000,239
1379,37.0242,36.8699,81.0638,255.0000,253
1380,36.4783,36.3112,91.6786,255.0000,293
1381,37.8176,37.6760,76.6671,255.0000,244
1382,46.8469,46.6301,110.1888,255.0000,347
1383,42.2755,42.1237,76.4796,255.0000,242
1384,33.8087,33.6492,83.1798,255.0000,267
1385,44.6467,44.4821,86.1786,255.0000,275
1386,43.6173,43.4184,105.9707,255.0000,340
1387,57.6429,57.4758,83.6531,255.0000,269
1388,44.7334,44.5587,92.7768,255.0000,298
1389,47.5281,47.3673,75.6454,255.0000,241
1390,19.8240,19.6926,68.7041,255.0000,224
1391,49.0332,48.8227,89.5944,255.0000,284
1392,34.8495,34.6964,84.6594,255.0000,270
1393,51.4375,51.2895,81.2245,255.0000,263
1394,20.5421,20.4477,50.1110,255.0000,160
1395,58.5344,58.3635,96.8878,255.0000,307
1396,24.7054,24.5791,68.5982,255.0000,224
1397,60.2296,59.9898,106.7372,255.0000,340
1398,38.1543,37.9974,76.0025,255.0000,239
1399,44.4528,44.2934,81.0344,255.0000,257
1400,41.6327,41.4554,77.6327,255.0000,247
1401,56.2589,56.0855,86.6939,255.0000,279
1402,33.8916,33.7105,92.4464,255.0000,292
1403,48.9605,48.7513,105.1263,255.0000,337
1404,43.9541,43.7781,82.8189,255.0000,265
1405,28.6492,28.5293,62.9439,255.0000,200
1406,37.6250,37.4528,90.3699,255.0000,291
1407,44.4426,44.2487,99.4605,255.0000,321
1408,27.0651,26.9222,77.8775,255.0000,251
1409,48.7538,48.5319,108.4298,255.0000,346
1410,26.0702,25.9094,75.9503,255.0000,247
1411,32.2449,32.0791,85.5306,255.0000,270
1412,23.2615,23.1301,72.3495,255.0000,232
1413,29.1390,28.9821,79.9273,255.0000,252
1414,41.2615,41.0663,100.6237,255.0000,322
1415,31.2589,31.1173,76.1786,255.0000,239
1416,23.0319,22.8852,70.9400,255.0000,226
1417,34.2768,33.9949,81.6033,255.0000,258
1418,30.5625,30.5765,82.2296,255.0000,264
1419,30.7908,30.6416,74.7793,255.0000,236
1420,56.5344,56.3291,121.8367,255.0000,395
1421,23.6250,23.4987,66.2487,255.0000,211
1422,25.6135,25.4821,70.4605,255.0000,226
1423,40.6926,40.5089,88.2704,255.0000,279
1424,31.9898,31.8265,86.4503,255.0000,279
1425,26.9222,26.7972,61.6059,255.0000,196
1426,22.5344,22.4184,61.5153,255.0000,197
1427,43.5344,43.3546,91.5434,255.0000,294
1428,28.1594,28.0128,84.6225,255.0000,269
1429,41.3099,41.1046,102.8023,255.0000,328
1430,32.7921,32.6161,85.1008,255.0000,268
1431,30.1339,29.9809,80.3916,255.0000,259
1432,53.9745,53.7564,109.5676,255.0000,347
1433,21.0816,20.9503,64.6110,255.0000,203
1434,23.8724,23.7360,70.8418,255.0000,227
1435,25.9375,25.7895,71.3980,255.0000,227
1436,31.3431,31.2066,76.2219,255.0000,245
1437,38.3048,38.1148,93.7781,255.0000,304
1438,32.9273,32.7487,96.2385,255.0000,305
1439,36.8865,36.7143,92.3737,255.0000,292
1440,24.8278,24.6798,81.8482,255.0000,260
1441,23.6365,23.5128,63.7997,255.0000,204
1442,30.5880,30.4311,81.1913,255.0000,262
1443,49.4541,49.2436,103.5816,255.0000,333
1444,30.2423,30.0855,82.2844,255.0000,265
1445,23.9094,23.8061,57.1811,255.0000,181
1446,31.2411,31.1020,79.3890,255.0000,258
1447,38.4732,38.2972,84.7704,255.0000,274
1448,50.6020,50.4324,99.1148,255.0000,312
1449,44.5319,44.3393,106.0319,255.0000,338
1450,23.1837,23.0982,53.4082,255.0000,168
1451,29.8724,29.7092,82.4796,255.0000,258
1452,14.5855,14.5128,45.3508,255.0000,145
1453,42.3839,42.2054,92.4018,255.0000,296
1454,35.5319,35.3571,92.2793,255.0000,297
1455,23.4401,23.3099,63.1071,255.0000,202
1456,39.6237,39.4579,82.5804,255.0000,258
1457,28.6186,28.4566,75.4987,255.0000,240
1458,16.2589,16.1735,46.2781,255.0000,147
1459,29.9107,29.7615,75.2577,255.0000,237
1460,28.2181,28.0753,83.2207,255.0000,267
1461,31.5727,31.4145,85.4707,255.0000,265
1462,31.4018,31.2500,82.0804,255.0000,262
1463,13.5383,13.4452,46.6148,255.0000,142
1464,24.7054,24.5676,68.4413,255.0000,220
1465,28.7015,28.5548,77.1212,255.0000,245
1466,64.9975,64.7245,97.4362,255.0000,309
1467,24.6709,24.5357,71.4286,255.0000,228
1468,28.4247,28.2755,77.3291,255.0000,252
1469,41.4094,41.2054,106.2181,255.0000,342
1470,29.2423,29.0880,86.3048,255.0000,274
1471,53.9145,53.6952,110.7628,255.0000,350
1472,25.6250,25.5332,56.6684,255.0000,183
1473,21.4196,21.3036,62.1709,255.0000,203
1474,24.4821,24.3176,82.7781,255.0000,263
1475,30.5128,30.3610,80.1122,255.0000,257
1476,21.7117,21.5804,67.5204,255.0000,220
1477,31.1097,30.9592,79.0906,255.0000,253
1478,32.2487,32.0829,84.9694,255.0000,273
1479,55.0753,54.8559,110.1505,255.0000,345
1480,55.6186,55.4439,97.4936,255.0000,308
1481,20.5051,20.3712,64.4605,255.0000,204
1482,30.2258,30.0791,77.7538,255.0000,251
1483,16.4439,16.3661,49.3074,255.0000,157
1484,42.8750,42.6684,103.6492,255.0000,330
1485,26.2934,26.1543,77.5676,255.0000,253
1486,20.1811,20.0497,69.0880,255.0000,218
1487,26.9987,26.8469,76.3100,255.0000,239
1488,33.1633,33.0026,86.4031,255.0000,271
1489,58.0421,57.8367,106.5842,255.0000,339
1490,41.9209,41.7207,105.2130,255.0000,336
1491,17.4452,17.3278,57.7105,255.0000,188
1492,23.3316,23.2181,63.1684,255.0000,204
1493,29.9617,29.8202,73.7219,255.0000,238
1494,35.0089,34.8482,86.2270,255.0000,272
1495,67.8839,67.6747,108.4643,255.0000,341
1496,18.5918,18.4949,49.9847,255.0000,161
1497,28.0293,27.9056,62.7092,255.0000,202
1498,21.4515,21.3316,62.7895,255.0000,199
1499,30.0395,29.8878,76.0638,255.0000,240
1500,16.9847,16.8661,59.4018,255.0000,197
1501,48.4541,48.2589,109.1709,255.0000,351
1502,45.1378,44.9311,102.1875,255.0000,329
1503,32.5217,32.3661,74.6773,255.0000,239
1504,40.9158,40.7398,88.0536,255.0000,285
1505,43.4349,43.2411,99.7270,255.0000,325
1506,21.9158,21.7870,60.4541,255.0000,195
1507,28.7028,28.5612,74.7168,255.0000,240
1508,32.1148,31.9770,79.6263,255.0000,258
1509,32.1084,31.9477,82.0408,255.0000,265
1510,22.5944,22.4592,70.5332,255.0000,228
1511,33.7653,33.6046,86.0829,255.0000,278
1512,35.3265,35.1901,69.3852,255.0000,217
1513,28.4464,28.2921,78.8431,255.0000,251
1514,28.2181,28.0638,82.0906,255.0000,260
1515,25.7474,25.6110,70.5179,255.0000,223
1516,32.2883,32.1352,82.1875,255.0000,263
1517,58.0115,57.7844,109.8265,255.0000,350
1518,29.4222,29.2717,76.3112,255.0000,244
1519,36.6122,36.4541,84.4082,255.0000,274
1520,26.9069,26.7755,70.8954,255.0000,230
1521,15.0383,14.9375,47.6747,255.0000,146
1522,23.4375,23.2806,81.6645,255.0000,265
1523,25.8176,25.6773,74.2270,255.0000,234
1524,25.3431,25.1913,72.9413,255.0000,234
1525,25.7079,25.5612,71.9847,255.0000,232
1526,51.1327,50.9043,116.2245,255.0000,366
1527,19.8737,19.7679,54.2908,255.0000,172
1528,22.6977,22.6071,55.6735,255.0000,181
1529,34.3304,34.1658,85.1352,255.0000,267
1530,35.7538,35.5612,101.9069,255.0000,330
1531,23.0510,22.9158,65.0051,255.0000,212
1532,42.3048,42.1135,105.7143,255.0000,335
1533,33.4885,33.3112,92.5944,255.0000,295
1534,40.6709,40.4605,109.2908,255.0000,347
1535,23.2883,23.1786,58.4923,255.0000,185
1536,31.3125,31.1531,87.0842,255.0000,278
1537,36.6543,36.4783,89.5357,255.0000,284
1538,41.6837,41.4656,103.9337,255.0000,330
1539,35.7066,35.5536,84.5740,255.0000,269
1540,28.8610,28.7245,70.6709,255.0000,226
1541,30.9821,30.8278,82.8214,255.0000,265
1542,33.1352,32.9821,79.7832,255.0000,255
1543,34.1071,33.9375,81.9643,255.0000,258
1544,14.9936,14.9184,44.9885,255.0000,143
1545,24.4145,24.2832,68.7079,255.0000,221
1546,31.7270,31.5791,80.4949,255.0000,256
1547,19.9898,19.8724,62.0612,255.0000,196
1548,18.0230,17.9235,50.3673,255.0000,162
1549,30.5166,30.3622,79.0650,255.0000,247
1550,59.0867,58.8916,110.4821,255.0000,351
1551,32.3138,32.1416,86.5077,255.0000,274
1552,24.2232,24.1059,65.3852,255.0000,208
1553,23.5128,23.3954,62.8393,255.0000,201
1554,21.1773,21.0599,59.1288,255.0000,189
1555,25.1824,25.0536,70.1161,255.0000,222
1556,43.2946,43.1237,94.5013,255.0000,298
1557,21.1518,21.0357,61.6620,255.0000,201
1558,44.6403,44.4477,102.1033,255.0000,327
1559,30.2207,30.0612,81.7934,255.0000,267
1560,36.9158,36.7474,86.9541,255.0000,276
1561,34.4949,34.3546,80.7207,255.0000,258
1562,20.4860,20.3457,72.5931,255.0000,234
1563,39.2628,39.0944,86.8559,255.0000,281
1564,27.8240,27.6990,66.2602,255.0000,214
1565,27.6505,27.4974,77.0574,255.0000,251
1566,44.9885,44.7908,101.7768,255.0000,323
1567,33.7130,33.5523,81.7015,255.0000,266
1568,33.4133,33.2602,83.2895,255.0000,267
1569,33.6786,33.5319,77.7360,255.0000,249
1570,23.1352,23.0166,64.1416,255.0000,203
1571,49.5064,49.3074,105.3265,255.0000,330
1572,21.0332,20.8980,67.4375,255.0000,218
1573,20.9834,20.8610,62.4018,255.0000,195
1574,45.5408,45.3214,101.4745,255.0000,328
1575,23.9707,23.8304,72.9821,255.0000,230
1576,18.7819,18.6505,64.9171,255.0000,204
1577,25.2296,25.0612,78.2347,255.0000,252
1578,48.7296,48.5434,98.7653,255.0000,316
1579,22.7296,22.6148,57.4375,255.0000,182
1580,32.1620,31.9834,85.1327,255.0000,276
1581,42.6671,42.4745,100.9975,255.0000,321
1582,33.3839,33.2270,75.3495,255.0000,238
1583,45.3202,45.0906,111.9018,255.0000,358
1584,27.9426,27.7589,96.1926,255.0000,309
1585,22.7500,22.6467,62.0357,255.0000,199
1586,52.2513,52.0625,91.6020,255.0000,291
1587,29.6913,29.5370,79.3508,255.0000,246
1588,33.1301,32.9617,87.5077,255.0000,275
1589,33.9069,33.7398,85.9821,255.0000,269
1590,36.7232,36.5051,106.5944,255.0000,344
1591,33.8724,33.7105,83.7755,255.0000,267
1592,29.9452,29.7844,91.2806,255.0000,283
1593,33.4426,33.2832,85.9745,255.0000,276
1594,23.6556,23.5217,70.4592,255.0000,226
1595,30.7487,30.5855,84.8597,255.0000,272
1596,42.4260,42.2385,104.6620,255.0000,332
1597,20.9490,20.8418,55.5880,255.0000,177
1598,33.0497,32.8941,82.1084,255.0000,267
1599,36.3788,36.1875,95.2423,255.0000,311
1600,29.1735,29.0179,81.2985,255.0000,258
1601,23.7959,23.6811,60.7347,255.0000,192
1602,44.7577,44.5651,101.7270,255.0000,325
1603,36.7691,36.5893,93.6939,255.0000,299
1604,31.0459,30.8954,82.2602,255.0000,265
1605,39.9349,39.7538,95.6314,255.0000,306
1606,37.9847,37.8010,94.4184,255.0000,298
1607,16.8992,16.8112,47.8023,255.0000,154
1608,24.1122,23.8763,71.9464,255.0000,233
1609,34.7589,34.7028,93.1773,255.0000,298
1610,34.9796,34.8291,78.2360,255.0000,252
1611,37.4477,37.2487,103.9260,255.0000,333
1612,19.8699,19.7551,60.3737,255.0000,195
1613,28.6735,28.5217,82.0765,255.0000,259
1614,18.1033,17.9758,71.9490,255.0000,231
1615,26.7015,26.5395,82.2117,255.0000,262
1616,42.7946,42.5880,107.0791,255.0000,344
1617,25.0281,24.8992,66.3980,255.0000,210
1618,66.4490,66.2551,89.5727,255.0000,282
1619,25.8240,25.6786,72.3673,255.0000,231
1620,35.5089,35.3253,93.3508,255.0000,293
1621,33.8214,33.6531,81.8992,255.0000,260
1622,42.5038,42.3112,98.6237,255.0000,313
1623,24.3712,24.2194,78.4962,255.0000,251
1624,35.6747,35.5064,91.5013,255.0000,298
1625,35.2972,35.1097,97.9120,255.0000,308
1626,37.5000,37.2946,101.8852,255.0000,323
1627,17.6722,17.5702,49.2360,255.0000,157
1628,35.3482,35.2015,78.7245,255.0000,254
1629,38.8406,38.6620,94.9375,255.0000,300
1630,23.1888,23.0523,73.8827,255.0000,239
1631,36.0446,35.8661,94.3355,255.0000,300
1632,28.8878,28.7334,78.7003,255.0000,259
1633,32.3839,32.2117,93.3150,255.0000,300
1634,42.7742,42.5842,85.9617,255.0000,269
1635,22.1543,22.0115,73.6850,255.0000,235
1636,31.7270,31.5740,76.0931,255.0000,242
1637,31.7283,31.5702,79.6008,255.0000,258
1638,26.4222,26.2653,81.1237,255.0000,258
1639,21.5497,21.4184,66.0574,255.0000,211
1640,16.1901,16.0969,48.2844,255.0000,154
1641,31.0855,30.9247,86.8903,255.0000,278
1642,37.3673,37.1798,94.1492,255.0000,301
1643,24.7972,24.6569,71.0880,255.0000,226
1644,26.3265,26.1709,78.5281,255.0000,253
1645,48.4018,48.1901,110.7640,255.0000,351
1646,41.4911,41.3316,94.3469,255.0000,304
1647,16.1008,16.0153,48.1531,255.0000,152
1648,38.3061,38.1071,98.7117,255.0000,316
1649,39.7615,39.5714,97.3992,255.0000,309
1650,26.9324,26.7768,84.4222,255.0000,265
1651,39.2844,39.0944,101.5408,255.0000,325
1652,30.6862,30.5421,78.7398,255.0000,252
1653,26.9273,26.7768,80.6429,255.0000,258
1654,12.4617,12.3941,42.3954,255.0000,142
1655,26.8724,26.7296,74.0957,255.0000,235
1656,20.7156,20.5995,60.8980,255.0000,191
1657,39.9375,39.7883,84.6952,255.0000,272
1658,16.3202,16.2411,46.8673,255.0000,151
1659,24.7806,24.6441,69.7232,255.0000,223
1660,33.6543,33.4592,103.3265,255.0000,323
1661,36.4503,36.2730,92.4592,255.0000,292
1662,24.4592,24.2883,85.6059,255.0000,270
1663,21.0459,20.9298,67.3648,255.0000,219
1664,57.8916,57.6582,117.0612,255.0000,369
1665,12.3622,12.2742,43.2194,255.0000,133
1666,24.2640,24.1033,81.8316,255.0000,265
1667,18.8967,18.7806,63.0918,255.0000,200
1668,22.8380,22.7015,74.5982,255.0000,232
1669,27.8202,27.6709,74.0370,255.0000,231
1670,22.7819,22.6148,84.7360,255.0000,272
1671,20.5357,20.4235,60.9247,255.0000,190
1672,31.3240,31.1633,88.2832,255.0000,278
1673,25.8878,25.7526,72.0485,255.0000,230
1674,49.0753,48.8737,109.0230,255.0000,349
1675,37.3967,37.2156,95.0102,255.0000,304
1676,24.2423,24.1339,56.6658,255.0000,182
1677,34.2895,34.0714,105.1390,255.0000,338
1678,59.2691,59.0472,112.0370,255.0000,359
1679,37.5638,37.3903,96.6747,255.0000,311
1680,18.4860,18.3903,49.2895,255.0000,156
1681,19.2270,19.1250,50.9898,255.0000,160
1682,44.7462,44.5306,111.4426,255.0000,349
1683,38.6964,38.5293,89.9069,255.0000,287
1684,43.5395,43.3724,86.8878,255.0000,278
1685,30.2870,30.1224,84.9732,255.0000,271
1686,22.9324,22.8112,61.6811,255.0000,198
1687,24.9388,24.8061,68.9617,255.0000,223
1688,32.0625,31.8992,94.2589,255.0000,304
1689,24.3839,24.2334,82.6671,255.0000,262
1690,31.1901,31.0089,90.3992,255.0000,287
1691,26.6314,26.4681,79.8469,255.0000,249
1692,33.4452,33.2679,85.9005,255.0000,279
1693,22.4962,22.3622,70.2679,255.0000,222
1694,28.1186,27.9847,70.4439,255.0000,224
1695,31.6212,31.4681,80.6135,255.0000,256
1696,19.9120,19.8151,50.1582,255.0000,158
1697,13.9503,13.8686,45.1747,255.0000,144
1698,37.0829,36.8865,102.0153,255.0000,319
1699,14.0625,13.9732,45.0000,255.0000,144
1700,15.5421,15.4605,45.5421,255.0000,144
1701,49.4107,49.1952,110.9885,255.0000,352
1702,54.2551,54.0421,110.6569,255.0000,350
1703,15.5855,15.4949,47.1901,255.0000,155
1704,18.3584,18.2640,57.3622,255.0000,185
1705,23.7602,23.6301,69.4388,255.0000,223
1706,25.3304,25.1786,77.0714,255.0000,249
1707,30.0702,29.9158,76.0574,255.0000,241
1708,30.1429,29.9783,83.1658,255.0000,266
1709,52.0089,51.7921,107.6237,255.0000,341
1710,19.3546,19.2691,48.8941,255.0000,153
1711,35.1441,34.9745,90.0561,255.0000,285
1712,50.8763,50.6786,98.8508,255.0000,310
1713,35.5548,35.3980,84.0332,255.0000,267
1714,23.2449,23.1224,68.6403,255.0000,224
1715,40.7538,40.5702,100.3048,255.0000,315
1716,9.6773,9.6071,39.8737,255.0000,126
1717,17.8967,17.8074,50.1148,255.0000,159
1718,22.3469,22.2232,77.2449,255.0000,251
1719,27.4745,27.1913,72.7704,255.0000,230
1720,21.7934,21.8048,71.3839,255.0000,226
1721,29.2436,29.0638,95.7653,255.0000,301
1722,35.3954,35.2296,91.5855,255.0000,287
1723,53.6607,53.4362,118.0293,255.0000,372
1724,58.7372,58.5306,108.3125,255.0000,345
1725,49.0791,48.8673,111.4298,255.0000,356
1726,40.1620,39.9911,88.3380,255.0000,282
1727,36.4452,36.2602,91.2283,255.0000,290
1728,24.9056,24.7704,65.3393,255.0000,206
1729,49.4707,49.2589,112.0842,255.0000,358
1730,22.4668,22.3533,61.5918,255.0000,196
1731,33.1926,33.0140,87.1875,255.0000,274
1732,20.7449,20.5969,76.2513,255.0000,249
1733,23.9005,23.7781,69.3584,255.0000,222
1734,18.7615,18.6645,50.2589,255.0000,161
1735,33.2730,33.1224,84.5434,255.0000,269
1736,22.4439,22.3291,63.2870,255.0000,205
1737,31.6148,31.4401,85.4962,255.0000,268
1738,26.1250,25.9796,74.5982,255.0000,243
1739,23.8878,23.6186,66.2423,255.0000,212
1740,27.6684,27.6594,79.0000,255.0000,249
1741,34.9043,34.7538,76.0753,255.0000,248
1742,46.7500,46.5459,105.5625,255.0000,335
1743,27.4821,27.3469,72.7500,255.0000,234
1744,21.8520,21.7270,64.0128,255.0000,201
1745,39.1696,38.9949,89.7181,255.0000,294
1746,24.2997,24.1888,66.6786,255.0000,208
1747,23.6505,23.5089,68.1620,255.0000,214
1748,31.4222,31.2564,84.4732,255.0000,264
1749,35.1288,34.9758,81.3622,255.0000,262
1750,30.7423,30.6224,66.7423,255.0000,216
1751,26.5574,26.3992,75.6518,255.0000,243
1752,29.3061,29.1441,84.4668,255.0000,268
1753,39.8495,39.6505,99.8750,255.0000,320
1754,33.2666,33.0753,91.2283,255.0000,294
1755,36.7679,36.5995,94.6913,255.0000,296
1756,39.8878,39.6926,107.9286,255.0000,343
1757,34.9656,34.7997,87.1352,255.0000,277
1758,34.5485,34.3878,82.7436,255.0000,260
1759,44.8125,44.6059,98.6671,255.0000,316
1760,39.7372,39.5472,89.3508,255.0000,288
1761,27.9745,27.8189,76.5600,255.0000,238
1762,22.1224,21.9796,72.9541,255.0000,227
1763,19.1735,19.0510,67.4783,255.0000,214
1764,32.5128,32.3469,81.9872,255.0000,259
1765,22.1314,21.9911,69.5395,255.0000,222
1766,42.8112,42.6110,99.7321,255.0000,318
1767,20.8584,20.7258,66.2819,255.0000,212
1768,48.2832,48.0842,96.7015,255.0000,303
1769,38.6875,38.4987,101.3775,255.0000,322
1770,17.5753,17.4566,59.3457,255.0000,190
1771,48.8992,48.6977,114.0281,255.0000,359
1772,40.4324,40.2730,78.4656,255.0000,255
1773,32.6110,32.4694,74.3048,255.0000,238
1774,37.7232,37.5191,108.2462,255.0000,346
1775,47.1071,46.8890,108.3980,255.0000,347
1776,37.9247,37.7398,91.0191,255.0000,295
1777,32.9707,32.8291,77.6850,255.0000,248
1778,42.9196,42.7054,117.1390,255.0000,377
1779,22.3240,22.1786,66.7245,255.0000,212
1780,40.2985,40.1250,89.6645,255.0000,285
1781,29.0115,28.8699,74.7258,255.0000,237
1782,25.1633,24.9987,86.7946,255.0000,282
1783,39.1582,38.9719,92.1403,255.0000,295
1784,45.5268,45.3304,96.8725,255.0000,305
1785,19.2679,19.1467,66.0727,255.0000,211
1786,10.9196,10.8546,40.2232,255.0000,126
1787,16.8163,16.7194,49.5166,255.0000,154
1788,35.6518,35.4923,84.5931,255.0000,273
1789,22.5995,22.4681,68.8929,255.0000,216
1790,49.1161,48.8890,121.9413,255.0000,394
1791,31.8520,31.6849,93.6862,255.0000,302
1792,26.4707,26.3406,67.7334,255.0000,219
1793,35.5599,35.3916,85.2666,255.0000,275
1794,38.5077,38.3444,82.7972,255.0000,266
1795,24.4133,24.2691,73.0587,255.0000,237
1796,28.9349,28.7717,85.6913,255.0000,272
1797,36.7474,36.5510,98.6684,255.0000,313
1798,37.5485,37.3559,103.3036,255.0000,335
1799,29.2500,29.0957,84.3750,255.0000,269
